model,checkpoint,arc_challenge_generate_exact_match_strict-match,arc_challenge_generate_exact_match_flexible-extract,gsm8k_exact_match_strict-match,gsm8k_exact_match_flexible-extract,hellaswag_generate_exact_match_strict-match,hellaswag_generate_exact_match_flexible-extract,mmlu_generative_exact_match_none,mmlu_formal_logic_generative_exact_match_none,mmlu_high_school_european_history_generative_exact_match_none,mmlu_high_school_us_history_generative_exact_match_none,mmlu_high_school_world_history_generative_exact_match_none,mmlu_international_law_generative_exact_match_none,mmlu_jurisprudence_generative_exact_match_none,mmlu_logical_fallacies_generative_exact_match_none,mmlu_moral_disputes_generative_exact_match_none,mmlu_moral_scenarios_generative_exact_match_none,mmlu_philosophy_generative_exact_match_none,mmlu_prehistory_generative_exact_match_none,mmlu_professional_law_generative_exact_match_none,mmlu_world_religions_generative_exact_match_none,mmlu_business_ethics_generative_exact_match_none,mmlu_clinical_knowledge_generative_exact_match_none,mmlu_college_medicine_generative_exact_match_none,mmlu_global_facts_generative_exact_match_none,mmlu_human_aging_generative_exact_match_none,mmlu_management_generative_exact_match_none,mmlu_marketing_generative_exact_match_none,mmlu_medical_genetics_generative_exact_match_none,mmlu_miscellaneous_generative_exact_match_none,mmlu_nutrition_generative_exact_match_none,mmlu_professional_accounting_generative_exact_match_none,mmlu_professional_medicine_generative_exact_match_none,mmlu_virology_generative_exact_match_none,mmlu_econometrics_generative_exact_match_none,mmlu_high_school_geography_generative_exact_match_none,mmlu_high_school_government_and_politics_generative_exact_match_none,mmlu_high_school_macroeconomics_generative_exact_match_none,mmlu_high_school_microeconomics_generative_exact_match_none,mmlu_high_school_psychology_generative_exact_match_none,mmlu_human_sexuality_generative_exact_match_none,mmlu_professional_psychology_generative_exact_match_none,mmlu_public_relations_generative_exact_match_none,mmlu_security_studies_generative_exact_match_none,mmlu_sociology_generative_exact_match_none,mmlu_us_foreign_policy_generative_exact_match_none,mmlu_abstract_algebra_generative_exact_match_none,mmlu_anatomy_generative_exact_match_none,mmlu_astronomy_generative_exact_match_none,mmlu_college_biology_generative_exact_match_none,mmlu_college_chemistry_generative_exact_match_none,mmlu_college_computer_science_generative_exact_match_none,mmlu_college_mathematics_generative_exact_match_none,mmlu_college_physics_generative_exact_match_none,mmlu_computer_security_generative_exact_match_none,mmlu_conceptual_physics_generative_exact_match_none,mmlu_electrical_engineering_generative_exact_match_none,mmlu_elementary_mathematics_generative_exact_match_none,mmlu_high_school_biology_generative_exact_match_none,mmlu_high_school_chemistry_generative_exact_match_none,mmlu_high_school_computer_science_generative_exact_match_none,mmlu_high_school_mathematics_generative_exact_match_none,mmlu_high_school_physics_generative_exact_match_none,mmlu_high_school_statistics_generative_exact_match_none,mmlu_machine_learning_generative_exact_match_none,truthfulqa_generative_exact_match_strict-match,truthfulqa_generative_exact_match_flexible-extract,winogrande_generate_exact_match_strict-match,winogrande_generate_exact_match_flexible-extract,xwinograd_generate_en_exact_match_strict-match,xwinograd_generate_en_exact_match_flexible-extract,xwinograd_generate_fr_exact_match_strict-match,xwinograd_generate_fr_exact_match_flexible-extract,xwinograd_generate_jp_exact_match_strict-match,xwinograd_generate_jp_exact_match_flexible-extract,xwinograd_generate_pt_exact_match_strict-match,xwinograd_generate_pt_exact_match_flexible-extract,xwinograd_generate_ru_exact_match_strict-match,xwinograd_generate_ru_exact_match_flexible-extract,xwinograd_generate_zh_exact_match_strict-match,xwinograd_generate_zh_exact_match_flexible-extract
pythia-160m-deduped,main,0.0,0.0,0.0,0.009855951478392721,0.0,0.0008962358095996813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
