model,checkpoint,arc_challenge_acc_none,arc_challenge_acc_norm_none,gsm8k_exact_match_strict-match,gsm8k_exact_match_flexible-extract,hellaswag_acc_none,hellaswag_acc_norm_none,mmlu_acc_none,mmlu_humanities_acc_none,mmlu_formal_logic_acc_none,mmlu_high_school_european_history_acc_none,mmlu_high_school_us_history_acc_none,mmlu_high_school_world_history_acc_none,mmlu_international_law_acc_none,mmlu_jurisprudence_acc_none,mmlu_logical_fallacies_acc_none,mmlu_moral_disputes_acc_none,mmlu_moral_scenarios_acc_none,mmlu_philosophy_acc_none,mmlu_prehistory_acc_none,mmlu_professional_law_acc_none,mmlu_world_religions_acc_none,mmlu_other_acc_none,mmlu_business_ethics_acc_none,mmlu_clinical_knowledge_acc_none,mmlu_college_medicine_acc_none,mmlu_global_facts_acc_none,mmlu_human_aging_acc_none,mmlu_management_acc_none,mmlu_marketing_acc_none,mmlu_medical_genetics_acc_none,mmlu_miscellaneous_acc_none,mmlu_nutrition_acc_none,mmlu_professional_accounting_acc_none,mmlu_professional_medicine_acc_none,mmlu_virology_acc_none,mmlu_social_sciences_acc_none,mmlu_econometrics_acc_none,mmlu_high_school_geography_acc_none,mmlu_high_school_government_and_politics_acc_none,mmlu_high_school_macroeconomics_acc_none,mmlu_high_school_microeconomics_acc_none,mmlu_high_school_psychology_acc_none,mmlu_human_sexuality_acc_none,mmlu_professional_psychology_acc_none,mmlu_public_relations_acc_none,mmlu_security_studies_acc_none,mmlu_sociology_acc_none,mmlu_us_foreign_policy_acc_none,mmlu_stem_acc_none,mmlu_abstract_algebra_acc_none,mmlu_anatomy_acc_none,mmlu_astronomy_acc_none,mmlu_college_biology_acc_none,mmlu_college_chemistry_acc_none,mmlu_college_computer_science_acc_none,mmlu_college_mathematics_acc_none,mmlu_college_physics_acc_none,mmlu_computer_security_acc_none,mmlu_conceptual_physics_acc_none,mmlu_electrical_engineering_acc_none,mmlu_elementary_mathematics_acc_none,mmlu_high_school_biology_acc_none,mmlu_high_school_chemistry_acc_none,mmlu_high_school_computer_science_acc_none,mmlu_high_school_mathematics_acc_none,mmlu_high_school_physics_acc_none,mmlu_high_school_statistics_acc_none,mmlu_machine_learning_acc_none,truthfulqa_mc1_acc_none,winogrande_acc_none,xwinograd_acc_none,xwinograd_en_acc_none,xwinograd_fr_acc_none,xwinograd_jp_acc_none,xwinograd_pt_acc_none,xwinograd_ru_acc_none,xwinograd_zh_acc_none
pythia-2.8b-deduped,main,0.29948805460750855,0.32764505119453924,0.024260803639120546,0.032600454890068235,0.4539932284405497,0.5938060147381,0.2488961686369463,0.23868225292242295,0.2222222222222222,0.20606060606060606,0.22549019607843138,0.2742616033755274,0.2231404958677686,0.28703703703703703,0.19631901840490798,0.26878612716763006,0.2424581005586592,0.19614147909967847,0.25617283950617287,0.23728813559322035,0.24561403508771928,0.27421950434502734,0.26,0.25660377358490566,0.24277456647398843,0.35,0.27802690582959644,0.2621359223300971,0.27350427350427353,0.27,0.27586206896551724,0.22875816993464052,0.25886524822695034,0.3713235294117647,0.2469879518072289,0.24406889827754305,0.23684210526315788,0.21717171717171718,0.22797927461139897,0.21025641025641026,0.226890756302521,0.27155963302752295,0.2366412213740458,0.27124183006535946,0.34545454545454546,0.20408163265306123,0.22388059701492538,0.23,0.24389470345702505,0.29,0.2740740740740741,0.28289473684210525,0.22916666666666666,0.12,0.27,0.21,0.18627450980392157,0.26,0.30638297872340425,0.21379310344827587,0.2566137566137566,0.23548387096774193,0.2512315270935961,0.26,0.2111111111111111,0.2913907284768212,0.2175925925925926,0.21428571428571427,0.21297429620563035,0.5872138910812944,0.7165655203416498,0.8197849462365592,0.6385542168674698,0.5651720542231491,0.6501901140684411,0.6317460317460317,0.628968253968254
OLMo-7B-0724-hf,step2500-tokens10B,0.17918088737201365,0.22610921501706485,0.0,0.011372251705837756,0.27504481179047996,0.2808205536745668,0.23394103404073494,0.24378320935175346,0.24603174603174602,0.24848484848484848,0.2549019607843137,0.270042194092827,0.21487603305785125,0.25,0.24539877300613497,0.24855491329479767,0.24581005586592178,0.18006430868167203,0.2191358024691358,0.2470664928292047,0.3157894736842105,0.2375281622143547,0.29,0.2339622641509434,0.2023121387283237,0.13,0.27802690582959644,0.20388349514563106,0.28205128205128205,0.28,0.24010217113665389,0.21895424836601307,0.2375886524822695,0.19852941176470587,0.27710843373493976,0.23041923951901203,0.2631578947368421,0.21717171717171718,0.22279792746113988,0.2205128205128205,0.2184873949579832,0.22201834862385322,0.2595419847328244,0.24836601307189543,0.20909090909090908,0.20408163265306123,0.24378109452736318,0.26,0.21915635902315256,0.21,0.21481481481481482,0.19078947368421054,0.25,0.19,0.2,0.21,0.21568627450980393,0.31,0.25957446808510637,0.23448275862068965,0.21164021164021163,0.1967741935483871,0.18719211822660098,0.28,0.2111111111111111,0.2119205298013245,0.16666666666666666,0.32142857142857145,0.26193390452876375,0.510655090765588,0.534951674533603,0.5617204301075269,0.5421686746987951,0.49009384775808135,0.5095057034220533,0.5015873015873016,0.5297619047619048
OLMo-7B-0724-hf,step477000-tokens2000B,0.39334470989761094,0.42662116040955633,0.1023502653525398,0.11372251705837756,0.5610436168094005,0.7586138219478191,0.41204956558894745,0.3802337938363443,0.30952380952380953,0.5212121212121212,0.5637254901960784,0.5780590717299579,0.47107438016528924,0.48148148148148145,0.4785276073619632,0.4161849710982659,0.24804469273743016,0.48231511254019294,0.41975308641975306,0.30638852672750977,0.6023391812865497,0.47022851625362083,0.52,0.43018867924528303,0.4624277456647399,0.31,0.4798206278026906,0.5922330097087378,0.6794871794871795,0.48,0.5044699872286079,0.4803921568627451,0.3333333333333333,0.3492647058823529,0.46987951807228917,0.46408839779005523,0.2894736842105263,0.4595959595959596,0.5025906735751295,0.40512820512820513,0.4411764705882353,0.5376146788990825,0.44274809160305345,0.4133986928104575,0.5181818181818182,0.4122448979591837,0.5771144278606966,0.66,0.35141135426577863,0.3,0.43703703703703706,0.4276315789473684,0.4722222222222222,0.28,0.39,0.35,0.27450980392156865,0.55,0.3191489361702128,0.4413793103448276,0.2619047619047619,0.47096774193548385,0.3103448275862069,0.44,0.25555555555555554,0.24503311258278146,0.27314814814814814,0.4017857142857143,0.24479804161566707,0.691397000789266,0.7538772757923129,0.861505376344086,0.7108433734939759,0.5933263816475496,0.6425855513307985,0.6126984126984127,0.7162698412698413
OLMo-1B-0724-hf,step48000-tokens100B,0.24061433447098976,0.26791808873720135,0.015163002274450341,0.019711902956785442,0.3855805616411073,0.49083847839075884,0.2545933627688364,0.24845908607863976,0.3492063492063492,0.24242424242424243,0.28431372549019607,0.28270042194092826,0.19834710743801653,0.23148148148148148,0.26380368098159507,0.21098265895953758,0.2424581005586592,0.24437299035369775,0.22839506172839505,0.24837027379400262,0.27485380116959063,0.25040231734792406,0.21,0.3018867924528302,0.30057803468208094,0.33,0.23318385650224216,0.23300970873786409,0.19230769230769232,0.25,0.24776500638569604,0.24836601307189543,0.25177304964539005,0.2647058823529412,0.19879518072289157,0.25999350016249595,0.21052631578947367,0.24242424242424243,0.29015544041450775,0.26153846153846155,0.2647058823529412,0.24220183486238533,0.25190839694656486,0.26633986928104575,0.2727272727272727,0.3551020408163265,0.21890547263681592,0.18,0.2626070409134158,0.25,0.2518518518518518,0.23684210526315788,0.2361111111111111,0.28,0.23,0.22,0.22549019607843138,0.22,0.2851063829787234,0.2827586206896552,0.30158730158730157,0.29354838709677417,0.23645320197044334,0.27,0.2740740740740741,0.2582781456953642,0.2962962962962963,0.14285714285714285,0.2178702570379437,0.5445935280189423,0.6124971903798606,0.6898924731182796,0.5301204819277109,0.5067778936392076,0.5133079847908745,0.5238095238095238,0.5773809523809523
OLMo-1B-0724-hf,main,0.302901023890785,0.32337883959044367,0.025018953752843062,0.06444275966641395,0.4863572993427604,0.6614220274845648,0.25395242842899873,0.2631243358129649,0.16666666666666666,0.26666666666666666,0.27450980392156865,0.32489451476793246,0.2727272727272727,0.32407407407407407,0.27607361963190186,0.28901734104046245,0.24692737430167597,0.2829581993569132,0.20987654320987653,0.25358539765319427,0.3567251461988304,0.25426456388799484,0.32,0.2339622641509434,0.21965317919075145,0.25,0.3094170403587444,0.18446601941747573,0.2905982905982906,0.28,0.25925925925925924,0.2679738562091503,0.24822695035460993,0.20220588235294118,0.23493975903614459,0.23366915827104323,0.23684210526315788,0.20707070707070707,0.20207253886010362,0.23076923076923078,0.23529411764705882,0.24954128440366974,0.24427480916030533,0.22875816993464052,0.23636363636363636,0.2,0.26865671641791045,0.29,0.2597526165556613,0.31,0.2814814814814815,0.21710526315789475,0.2152777777777778,0.24,0.33,0.27,0.23529411764705882,0.33,0.25957446808510637,0.33793103448275863,0.24074074074074073,0.24838709677419354,0.20689655172413793,0.34,0.3,0.2781456953642384,0.21296296296296297,0.19642857142857142,0.24724602203182375,0.6172059984214681,0.7145425938413127,0.8326881720430107,0.6024096385542169,0.5630865484880083,0.5665399239543726,0.5746031746031746,0.6408730158730159
pythia-160m-deduped,main,0.20051194539249148,0.2440273037542662,0.003032600454890068,0.01288855193328279,0.29067914758016333,0.31318462457677754,0.22931206380857427,0.24208289054197663,0.2857142857142857,0.22424242424242424,0.25,0.270042194092827,0.2396694214876033,0.25925925925925924,0.22085889570552147,0.24855491329479767,0.23798882681564246,0.1864951768488746,0.21604938271604937,0.2457627118644068,0.3157894736842105,0.23817186997103315,0.3,0.21132075471698114,0.20809248554913296,0.18,0.3094170403587444,0.17475728155339806,0.2905982905982906,0.3,0.23371647509578544,0.21895424836601307,0.23404255319148937,0.19117647058823528,0.28313253012048195,0.2170945726356841,0.22807017543859648,0.17676767676767677,0.19689119170984457,0.20256410256410257,0.21008403361344538,0.1926605504587156,0.25190839694656486,0.25163398692810457,0.21818181818181817,0.18775510204081633,0.24875621890547264,0.28,0.2134475103076435,0.22,0.1925925925925926,0.17763157894736842,0.2638888888888889,0.2,0.26,0.21,0.21568627450980393,0.29,0.25957446808510637,0.23448275862068965,0.20899470899470898,0.1774193548387097,0.1625615763546798,0.25,0.2111111111111111,0.1986754966887417,0.1527777777777778,0.3125,0.24357405140758873,0.5011838989739542,0.5684423465947404,0.6223655913978494,0.5180722891566265,0.5203336809176226,0.4714828897338403,0.5428571428571428,0.4861111111111111
OLMo-7B-0724-hf,main,0.4069965870307167,0.43430034129692835,0.2941622441243366,0.29492039423805916,0.5823541127265485,0.7783310097590121,0.5043441105255662,0.45483528161530284,0.30952380952380953,0.6060606060606061,0.6078431372549019,0.679324894514768,0.6115702479338843,0.5925925925925926,0.5950920245398773,0.5404624277456648,0.24134078212290502,0.5980707395498392,0.558641975308642,0.3813559322033898,0.7368421052631579,0.5696813646604442,0.56,0.5547169811320755,0.4682080924855491,0.29,0.5246636771300448,0.7087378640776699,0.8333333333333334,0.5,0.6922094508301405,0.5294117647058824,0.3971631205673759,0.4632352941176471,0.4819277108433735,0.5992850178745531,0.32456140350877194,0.6919191919191919,0.6787564766839378,0.5205128205128206,0.5588235294117647,0.708256880733945,0.5343511450381679,0.5065359477124183,0.6090909090909091,0.5918367346938775,0.736318407960199,0.77,0.421186171899778,0.33,0.45925925925925926,0.4868421052631579,0.5277777777777778,0.4,0.5,0.33,0.3235294117647059,0.61,0.39574468085106385,0.5310344827586206,0.30952380952380953,0.6193548387096774,0.3793103448275862,0.59,0.2222222222222222,0.3576158940397351,0.4351851851851852,0.38392857142857145,0.24479804161566707,0.675611681136543,0.7498314227916386,0.863225806451613,0.6987951807228916,0.5630865484880083,0.6844106463878327,0.6095238095238096,0.7123015873015873
OLMo-7B-0724-hf,step239000-tokens1002B,0.35494880546075086,0.40017064846416384,0.0621683093252464,0.07202426080363912,0.5401314479187412,0.7303326030671181,0.371243412619285,0.35047821466524975,0.24603174603174602,0.4666666666666667,0.4264705882352941,0.5189873417721519,0.5454545454545454,0.4166666666666667,0.4049079754601227,0.42196531791907516,0.24692737430167597,0.42443729903536975,0.41358024691358025,0.28878748370273793,0.45614035087719296,0.422272288381075,0.48,0.33962264150943394,0.37572254335260113,0.31,0.4170403587443946,0.3592233009708738,0.5726495726495726,0.42,0.5185185185185185,0.38562091503267976,0.3333333333333333,0.30514705882352944,0.42771084337349397,0.3916152096197595,0.2631578947368421,0.4292929292929293,0.40414507772020725,0.2923076923076923,0.31092436974789917,0.47522935779816516,0.4580152671755725,0.36437908496732024,0.37272727272727274,0.34285714285714286,0.4975124378109453,0.57,0.33206470028544244,0.28,0.4740740740740741,0.45394736842105265,0.3402777777777778,0.17,0.32,0.3,0.28431372549019607,0.56,0.3191489361702128,0.46206896551724136,0.2830687830687831,0.38387096774193546,0.2955665024630542,0.41,0.26296296296296295,0.31788079470198677,0.2638888888888889,0.25,0.25091799265605874,0.6637726913970008,0.7403910991233985,0.8559139784946237,0.6385542168674698,0.5755995828988529,0.6121673003802282,0.5873015873015873,0.7003968253968254
OLMo-1B-0724-hf,step477000-tokens1000B,0.29180887372013653,0.30716723549488056,0.01288855193328279,0.027293404094010616,0.44761999601672975,0.604959171479785,0.23686084603332858,0.2514346439957492,0.23809523809523808,0.23636363636363636,0.30392156862745096,0.24050632911392406,0.21487603305785125,0.26851851851851855,0.2331288343558282,0.23121387283236994,0.23798882681564246,0.2282958199356913,0.29012345679012347,0.2522816166883963,0.3333333333333333,0.24267782426778242,0.27,0.18867924528301888,0.2543352601156069,0.29,0.3004484304932735,0.21359223300970873,0.2863247863247863,0.32,0.24265644955300128,0.22875816993464052,0.21631205673758866,0.1948529411764706,0.25301204819277107,0.216769580760481,0.2631578947368421,0.16666666666666666,0.19170984455958548,0.19743589743589743,0.19747899159663865,0.1981651376146789,0.25190839694656486,0.25,0.22727272727272727,0.20408163265306123,0.21890547263681592,0.3,0.228988265144307,0.21,0.23703703703703705,0.19078947368421054,0.2638888888888889,0.18,0.28,0.25,0.14705882352941177,0.32,0.2170212765957447,0.2620689655172414,0.2804232804232804,0.1774193548387097,0.16748768472906403,0.29,0.24074074074074073,0.23178807947019867,0.18518518518518517,0.2767857142857143,0.22888616891064872,0.5808997632202052,0.6862216228365925,0.8073118279569892,0.4939759036144578,0.5391032325338895,0.5285171102661597,0.5523809523809524,0.6051587301587301
Qwen2.5-1.5B,main,0.41552901023890787,0.4496587030716723,0.6178923426838514,0.620166793025019,0.5017924716191994,0.6776538538139812,0.5963537957555903,0.5334750265674814,0.46825396825396826,0.7333333333333333,0.7254901960784313,0.7763713080168776,0.8016528925619835,0.7685185185185185,0.754601226993865,0.6791907514450867,0.24804469273743016,0.662379421221865,0.691358024691358,0.43741851368970014,0.8011695906432749,0.6540070807853234,0.62,0.6867924528301886,0.6358381502890174,0.25,0.6502242152466368,0.8252427184466019,0.8333333333333334,0.69,0.7254150702426565,0.6895424836601307,0.4787234042553192,0.6139705882352942,0.46987951807228917,0.7062073448163796,0.45614035087719296,0.7676767676767676,0.8186528497409327,0.6846153846153846,0.6890756302521008,0.8201834862385321,0.7022900763358778,0.5866013071895425,0.6363636363636364,0.710204081632653,0.7910447761194029,0.79,0.5261655566127498,0.32,0.5333333333333333,0.7105263157894737,0.6666666666666666,0.4,0.49,0.41,0.39215686274509803,0.73,0.5702127659574469,0.6206896551724138,0.48412698412698413,0.7451612903225806,0.4630541871921182,0.61,0.4185185185185185,0.33774834437086093,0.48148148148148145,0.41964285714285715,0.3023255813953488,0.6337805840568271,0.7556754326815015,0.8176344086021505,0.6144578313253012,0.6600625651720542,0.6958174904942965,0.6603174603174603,0.7658730158730159
gemma-2-2b,main,0.4684300341296928,0.49658703071672355,0.24715693707354056,0.24791508718726307,0.5494921330412268,0.7298346942840072,0.49601196410767695,0.44314558979808716,0.373015873015873,0.5878787878787879,0.5980392156862745,0.6075949367088608,0.6198347107438017,0.5555555555555556,0.5398773006134969,0.5346820809248555,0.2424581005586592,0.5594855305466238,0.5833333333333334,0.3774445893089961,0.631578947368421,0.5658191181203733,0.48,0.5660377358490566,0.5549132947976878,0.31,0.5964125560538116,0.6601941747572816,0.7692307692307693,0.62,0.6283524904214559,0.5718954248366013,0.38652482269503546,0.4889705882352941,0.4879518072289157,0.574585635359116,0.32456140350877194,0.601010101010101,0.6787564766839378,0.4717948717948718,0.49159663865546216,0.708256880733945,0.5877862595419847,0.4820261437908497,0.5454545454545454,0.5918367346938775,0.7114427860696517,0.74,0.4294322867110688,0.29,0.5481481481481482,0.5131578947368421,0.5763888888888888,0.43,0.46,0.32,0.4019607843137255,0.57,0.425531914893617,0.5586206896551724,0.30952380952380953,0.6387096774193548,0.39901477832512317,0.39,0.27037037037037037,0.37748344370860926,0.4166666666666667,0.3125,0.23990208078335373,0.6850828729281768,0.8001798156889188,0.8718279569892473,0.7108433734939759,0.7059436913451512,0.7414448669201521,0.7174603174603175,0.746031746031746
Llama-3.2-3B,main,0.42662116040955633,0.46075085324232085,0.2676269901440485,0.2714177407126611,0.5520812587134037,0.7361083449512049,0.5400227887765275,0.4867162592986185,0.3333333333333333,0.7151515151515152,0.6911764705882353,0.7341772151898734,0.7520661157024794,0.6481481481481481,0.656441717791411,0.5722543352601156,0.23798882681564246,0.5819935691318328,0.6481481481481481,0.4028683181225554,0.7426900584795322,0.6298680399098809,0.51,0.5924528301886792,0.5433526011560693,0.26,0.6098654708520179,0.7281553398058253,0.8034188034188035,0.76,0.7420178799489144,0.6405228758169934,0.4148936170212766,0.625,0.5421686746987951,0.6249593760155996,0.30701754385964913,0.6767676767676768,0.7357512953367875,0.5128205128205128,0.5294117647058824,0.744954128440367,0.6793893129770993,0.5571895424836601,0.6545454545454545,0.6040816326530613,0.7761194029850746,0.74,0.44814462416745954,0.28,0.5703703703703704,0.5657894736842105,0.6388888888888888,0.39,0.5,0.32,0.3137254901960784,0.7,0.4,0.5310344827586206,0.3439153439153439,0.635483870967742,0.45320197044334976,0.59,0.2851851851851852,0.33774834437086093,0.35648148148148145,0.4732142857142857,0.2533659730722154,0.6937647987371744,0.7909642616318274,0.8572043010752688,0.7108433734939759,0.7205422314911366,0.7452471482889734,0.6825396825396826,0.7242063492063492
pythia-1.4b-deduped,main,0.27303754266211605,0.30119453924914674,0.01288855193328279,0.02122820318423048,0.41674965146385184,0.5439155546703844,0.23864121919954423,0.24420828905419767,0.1984126984126984,0.2,0.27450980392156865,0.2489451476793249,0.30578512396694213,0.2777777777777778,0.2085889570552147,0.2658959537572254,0.26145251396648045,0.1864951768488746,0.20679012345679013,0.2438070404172099,0.29239766081871343,0.2442870936594786,0.28,0.22641509433962265,0.21965317919075145,0.21,0.3183856502242152,0.20388349514563106,0.3076923076923077,0.23,0.25287356321839083,0.21895424836601307,0.23404255319148937,0.1948529411764706,0.2469879518072289,0.22814429639259018,0.2719298245614035,0.21212121212121213,0.22797927461139897,0.19743589743589743,0.24369747899159663,0.22568807339449543,0.22137404580152673,0.25326797385620914,0.21818181818181817,0.17551020408163265,0.23880597014925373,0.28,0.23501427212178877,0.23,0.21481481481481482,0.20394736842105263,0.2847222222222222,0.22,0.27,0.23,0.23529411764705882,0.32,0.2765957446808511,0.23448275862068965,0.22486772486772486,0.21935483870967742,0.21182266009852216,0.25,0.2074074074074074,0.2251655629139073,0.18981481481481483,0.3392857142857143,0.22888616891064872,0.5659037095501184,0.6891436277815239,0.7987096774193548,0.5903614457831325,0.5401459854014599,0.6083650190114068,0.5587301587301587,0.6071428571428571
pythia-12b-deduped,main,0.33276450511945393,0.38054607508532423,0.0356330553449583,0.0401819560272934,0.5151364270065724,0.6881099382593109,0.2591511180743484,0.26439957492029753,0.20634920634920634,0.20606060606060606,0.27450980392156865,0.3037974683544304,0.2975206611570248,0.25,0.3006134969325153,0.2543352601156069,0.2547486033519553,0.27009646302250806,0.2777777777777778,0.26401564537157757,0.28654970760233917,0.27711618925008047,0.24,0.2679245283018868,0.23699421965317918,0.35,0.4125560538116592,0.17475728155339806,0.2948717948717949,0.38,0.29118773946360155,0.27450980392156865,0.25177304964539005,0.15808823529411764,0.28313253012048195,0.24731881702957426,0.24561403508771928,0.23232323232323232,0.25906735751295334,0.23846153846153847,0.25210084033613445,0.22568807339449543,0.22900763358778625,0.3006535947712418,0.2909090909090909,0.17142857142857143,0.21890547263681592,0.29,0.24516333650491595,0.31,0.2222222222222222,0.3157894736842105,0.20833333333333334,0.19,0.18,0.26,0.23529411764705882,0.27,0.28085106382978725,0.2482758620689655,0.2328042328042328,0.21935483870967742,0.2660098522167488,0.22,0.26666666666666666,0.2781456953642384,0.1712962962962963,0.3125,0.20930232558139536,0.65982636148382,0.7529781973477185,0.8503225806451613,0.6626506024096386,0.5995828988529719,0.7186311787072244,0.6603174603174603,0.6865079365079365
Qwen2.5-14B,main,0.5571672354948806,0.591296928327645,0.8324488248673237,0.8514025777103866,0.6335391356303525,0.8299143596893049,0.7756729810568295,0.6977683315621679,0.6111111111111112,0.8545454545454545,0.9019607843137255,0.919831223628692,0.8760330578512396,0.8333333333333334,0.8895705521472392,0.8236994219653179,0.5016759776536313,0.8102893890675241,0.8734567901234568,0.5880052151238592,0.8830409356725146,0.818474412616672,0.81,0.8490566037735849,0.7572254335260116,0.56,0.820627802690583,0.8932038834951457,0.9487179487179487,0.9,0.9029374201787995,0.8366013071895425,0.6276595744680851,0.8419117647058824,0.5662650602409639,0.8625284367890803,0.7017543859649122,0.898989898989899,0.9585492227979274,0.8384615384615385,0.9243697478991597,0.9009174311926605,0.8854961832061069,0.8333333333333334,0.7090909090909091,0.8081632653061225,0.8805970149253731,0.94,0.7649857278782112,0.63,0.7555555555555555,0.9078947368421053,0.8888888888888888,0.56,0.68,0.59,0.5980392156862745,0.8,0.8340425531914893,0.7586206896551724,0.8677248677248677,0.9,0.6995073891625616,0.89,0.6333333333333333,0.6821192052980133,0.7592592592592593,0.6696428571428571,0.4039167686658507,0.7529597474348856,0.839514497639919,0.8705376344086021,0.6987951807228916,0.8206465067778936,0.8403041825095057,0.7238095238095238,0.8273809523809523
pythia-1b-deduped,main,0.2440273037542662,0.26535836177474403,0.021986353297952996,0.02350265352539803,0.3895638319059948,0.49083847839075884,0.24376869391824527,0.24845908607863976,0.24603174603174602,0.21212121212121213,0.25,0.23628691983122363,0.2231404958677686,0.25925925925925924,0.27607361963190186,0.24855491329479767,0.27262569832402234,0.21221864951768488,0.2006172839506173,0.2529335071707953,0.27485380116959063,0.25523012552301255,0.19,0.27547169811320754,0.24855491329479767,0.38,0.32286995515695066,0.2524271844660194,0.2777777777777778,0.31,0.2388250319284802,0.21895424836601307,0.25886524822695034,0.1875,0.2891566265060241,0.23041923951901203,0.2982456140350877,0.2474747474747475,0.21761658031088082,0.2,0.18907563025210083,0.24770642201834864,0.2748091603053435,0.24183006535947713,0.23636363636363636,0.17142857142857143,0.23383084577114427,0.27,0.23850301300348875,0.31,0.2,0.13157894736842105,0.24305555555555555,0.25,0.24,0.24,0.21568627450980393,0.29,0.28085106382978725,0.18620689655172415,0.25132275132275134,0.25483870967741934,0.18719211822660098,0.21,0.26296296296296295,0.2582781456953642,0.2037037037037037,0.3125,0.22643818849449204,0.5295974743488555,0.6358732299393122,0.741505376344086,0.5662650602409639,0.4880083420229406,0.5475285171102662,0.4888888888888889,0.5793650793650794
